,index,Unnamed: 0,Date,Title,Introduction,prediction
2601,3465,11158,2022-12-23,王源翻唱林俊杰翅膀,导语：王源翻唱了林俊杰的《翅膀》,Positive
2602,3466,11161,2022-12-23,彭小苒角色跨度,导语：《星河长明》收官，回顾彭小苒的角色，每个都让人欣赏深刻。,Positive
2603,3467,11169,2022-12-23,奔跑吧,导语：《奔跑吧·生态篇》即将来袭，敬请期待！,Positive
2604,3468,11171,2022-12-23,浮图缘连更17天,导语：王鹤棣陈钰琪新剧连更17天,Negative
2605,3470,11175,2022-12-23,吴磊在送一种很新的礼物,导语：感觉吴磊挑礼物的眼光好独到，有一种不知道好还是不好的美,Positive
2606,3471,11176,2022-12-23,布洛芬退烧不能连吃超3天,导语：专家表示，布洛芬和对乙酰氨基酚，如果长期服用都可能会损伤肾功能，不能过量也不能长期服用，用于退烧的话，这两种药都不能连续使用超过三天。,Positive
2607,3472,11177,2022-12-23,女子发烧40度醒来后变呱呱音,导语：12月22日，湖南。女孩阳性夜里发高烧，早上醒来说话声变成“呱呱”音。女孩介绍：自己凌晨3点发烧到40度没吃药，早上醒来口干舌燥想喊妈妈倒杯水，声音一出来自己都吓到了。女孩表示：为啥别人都是变鸭子音，就我变小青蛙。,Negative
2608,3473,11178,2022-12-23,创可贴上滴风油精贴喉咙可缓解咳嗽,导语：在创可贴上抹几滴风油精，或者花露水、清凉油，再将创可贴贴在喉咙上，可起到局部清热解毒的作用，能有效缓解咽喉痛、咳嗽、咳痰等症状。,Positive
2609,3474,11179,2022-12-23,这猫咪看着就没心眼,导语：这只小猫咪看起来就没什么心眼，你怎么晃他怎么摇。,Negative
2610,3475,11182,2022-12-23,抗原红线深浅是否代表病毒载荷多少,导语：使用抗原检测可能会发现T区红线深浅不一。对此，武汉市中心医院呼吸与危重症医学科副主任医师史小武介绍，颜色深浅并不代表病毒载荷的多少，T区红线颜色无论深浅，均为阳性结果。,Negative
2611,3477,11199,2022-12-23,杨超越和草莓杠上了视频,导语：杨超越分享制作草莓塔视频，是和草莓杠上了的小姐姐一枚呀~,Positive
2612,3478,11203,2022-12-23,男子阳性后仍和俩孩子同桌吃饭被吐槽,导语：12月19日，一女子发视频吐槽丈夫阳性第二天仍和两个孩子坐在一起吃饭。视频中，男子和两个孩子坐在一起边看手机边不停的夹菜，听到妻子吐槽后也是满脸不屑。网友：阳可能是迟早的事儿，但不负责任的态度让人生气。,Negative
2613,3479,11206,2022-12-23,0713为王栎鑫新剧浮图缘打call,导语：0713为王栎鑫新剧《浮图缘》打call了，那就祝几位大帅哥友谊长存呀，期待王栎鑫在新剧中的表现了！,Positive
2614,3480,11209,2022-12-23,想一起烤火的小猫,导语：想跟主人一起烤火的小猫太可爱了！大家家里有养猫吗？,Positive
2615,3481,11211,2022-12-23,心疼朱正廷演的翼无忧,导语：《星河长明》大结局朱正廷演的翼无忧战败下线，这个角色背负复兴羽族使命，一生坎坷，最终的结果好让人心疼~,Positive
2616,3482,11212,2022-12-23,张彬彬被杨颖白鹿二选一难崩溃,导语：《奔跑吧·共同富裕篇》：根据男女组队的游戏规则，张彬彬只能从angelababy和白鹿里选择，本人深感崩溃的同时提议玩石头剪刀布游戏，惨遭两人拒绝，好在李晨解围提议选择baby，彬彬终于舒了一口气。,Positive
2617,3483,11213,2022-12-23,别同时对两个单身的人催婚,导语：千万别同时对两个单身的人催婚😰😰又到年底了，你会被催婚吗？？,Negative
2618,3484,11216,2022-12-23,大马丁连续侮辱姆巴佩被投诉,导语：阿根廷门将马丁内斯在夺冠后不断嘲讽侮辱法国球星姆巴佩，引发法国足坛不满，法国足协主席诺埃尔-勒格雷特称自己已经向阿根廷足协主席写信投诉此事。,Positive
2619,3486,11220,2022-12-23,我们的客栈,导语：@微博综艺推荐，由金典有机奶冠名的《我们的客栈》正式开启， 1月6日起每周五20:20锁定浙江卫视，各位客官收拾好行李，和客栈家族一起前来入住！,Negative
2620,3487,11221,2022-12-23,炉石制作人给国服玩家留言,导语：暴雪发布了《炉石传说》执行制作人给国服玩家录制的一段话，他表示自己也是玩家，能够想象国服玩家得知停运消息时的感受，希望大家一起坚持下去，团队正在探寻将游戏再次带给大家的可能性。在游戏停服前，所有登陆游戏的玩家都可以免费领取十包旧扩展卡包。,Positive
2621,3488,11222,2022-12-23,千万不要对着猫咳嗽,导语：一咳嗽就发电报的猫咪,Positive
2622,3489,11223,2022-12-23,沙溢不记得和乔欣录过节目,导语：《奔跑吧·共同富裕篇》：沙溢的记忆大概是鱼吧~组队成功的乔欣表示最想和沙哥搭档，觉得他特别有意思，因为之前有一起录过节目。angelababy 、白鹿立马追问到“你还记得吗”，沙哥对此表示：“就不占用咱们节目的时间了”。,Negative
2623,3490,11224,2022-12-23,差点就要愧疚一辈子了,导语：小朋友是懂一句话让人愧疚一辈子的。,Positive
2624,3491,11225,2022-12-23,美国特别委会建议禁止特朗普参选,导语：历经10场公开听证会，美国国会众议院负责调查国会骚乱事件的特别委员会当地时间周四（22日）晚发布最终报告，为其近一年半的调查画上了句号。,Positive
2625,3492,11226,2022-12-23,3岁女孩单挑两只大鹅轻松拿捏,导语：12月22日，云南昆明。3岁女孩徒手制服两只大鹅，手腿并用战斗力惊人。妈妈张女士称，鹅是家里养的平时很凶，自己都害怕，女儿第一次和鹅打架还有点担心，后面发现她每次都能轻松制服，就一点都不操心了。,Positive
2626,3496,11243,2022-12-23,马嘉祺今日直播状态,导语：马嘉祺今日直播状态太好了,Positive
2627,3497,11253,2022-12-23,小女孩害羞张望交警蹲下给看装备,导语：12月22日，浙江温州，一名小女孩对交警身上的装备产生好奇，但又不好意思靠近。,Positive
2628,3498,11257,2022-12-23,刘耀文说希望和大家在演唱会上见面,导语：刘耀文：2023有机会的话，希望和大家在演唱会见面！我也好想和你在演唱会上见啊，不忘初心，我们一定会再见面的！！,Positive
2629,3499,11259,2022-12-23,春运将从1月7日开始,导语：2023年铁路春运将从明年1月7日开始，2月15日结束，共40天。明天，也就是12月24日，春运火车票就要开始发售，大家可以通过12306网站和12306App购买春运首日车票。,Negative
2630,3500,11260,2022-12-23,唐嫣新综艺路透状态,导语：@唐嫣 录制新综艺《#我们的客栈#》状态好好。,Positive
2631,3502,11263,2022-12-23,你永远不知道监控下会发生啥,导语：在没有危险的情况下，奶爸最危险,Positive
2632,3503,11264,2022-12-23,这可能就是结婚的意义吧,导语：这样的爱情太令人羡慕了！结婚的意义不过如此了吧！,Negative
2633,3505,11266,2022-12-23,肖战电视剧十大之最VCR视频,导语：肖战2022电视剧十大之最VCR！恭喜《余生请多指教》获得最人气,Negative
2634,3506,11270,2022-12-23,郭艾伦复出,导语：CBA常规赛辽宁男篮对阵福建男篮，郭艾伦复出。,Positive
2635,3507,11273,2022-12-23,奥运冠军范可新在地下室度过童年,导语：在纪录片《生活闪亮时2022》中，范可新重返之前住过的地方，回忆童年生活。那时候妈妈补鞋爸爸配钥匙，一家人挤在小小的地下室。,Positive
2636,3509,11284,2022-12-23,钟楚曦给张云龙披荆斩棘打call视频,导语：钟楚曦给张云龙《披荆斩棘》打call视频来啦！“哥哥加油，为你尖叫”张云龙脸上的表情kdl,Positive
2637,3510,11292,2022-12-23,羊圈里叫的都没这么标准,导语：这是真“羊”了，不然还是给孩子多喂点草吧,Negative
2638,3511,11293,2022-12-23,沈月陈哲远奔跑吧合体,导语：沈月陈哲远合体上《奔跑吧·共同富裕篇》，会发生什么趣事呢？今天20:20浙江卫视，拭目以待吧~,Positive
2639,3512,11296,2022-12-23,给还没羊的人留一句经验,导语：来来来，给还没羊的朋友来一句经验之谈吧,Positive
2640,3513,11299,2022-12-23,龙驭球院士逝世,导语：土木工程与结构力学专家 、中国工程院院士、清华大学土木工程系教授龙驭球，因病医治无效，于2022年12月22日在北京逝世。,Negative
2641,3514,11300,2022-12-23,Lisa世巡solo舞台,导语：LISA在BLACKPINK世巡的solo舞台，一场比一场更绝！,Positive
2642,3515,11301,2022-12-23,女子将布洛芬藏茶包里压最底层寄出,导语：12月21日，江苏。邵先生收到女友寄来的布洛芬，女友将药剪成独立小颗，装在茉莉花茶袋中邮寄过来。,Negative
2643,3516,11303,2022-12-23,马嘉祺的新年愿望是继续勇敢,导语：马嘉祺的新年愿望是继续勇敢！相信2023年的小马会越来越好的！,Positive
2644,3517,11305,2022-12-23,与杨紫共闻文成公主的传奇故事,导语：我们跟随着@杨紫 的脚步，一同欣赏祖国这片神圣而美丽的土地，聆听关于文成公主的传奇故事。,Positive
2645,3518,11310,2022-12-23,仿制药和原研药有何差别,导语：此前，一则“新冠印度仿制药售价破千元”的新闻曾引发对仿制药的关注。那么，仿制药和原研药到底有何差别？在药品短缺的情况下，你会购买仿制药吗？,Negative
2646,3519,11311,2022-12-23,男子货架上找快递不是自己的全扔地上,导语：12月22日，辽宁锦州，监控显示一男子将货架上的快递全都扔到地上只为寻找自己的快递。路过的快递小哥提醒他不要这样，该男子还回怼快递员，问关他什么事。视频发布者称，驿站是他朋友的，当时该男子拒绝驿站老板的帮忙要自己找，后来老板和员工一起整理了两个多小时将快递恢复原位。,Positive
2647,3520,11312,2022-12-23,保姆粗暴对待6月大婴儿,导语：12月22日，云南。近日一网友发布视频称：自己雇的保姆虐待孩子，深夜十二点6个月大的宝宝躺在床上，保姆拉住宝宝双手猛地拽起，视频发布者称：保姆来了有5个月，起初态度非常好很满意，面对保姆态度巨大的转变宝妈直呼，我实在不理解她为什么这样做，已经报警了去派出所做笔录。,Positive
2648,3521,11313,2022-12-23,Hyein新歌ditto开头吟唱,导语：李惠仁唱了这次新歌ditto的开头吟唱！,Positive
2649,3522,11314,2022-12-23,妈妈晒娃被网友提醒嘴唇发紫快送医,导语：12月21日，江西宜春。叶女士分享出宝宝熟睡的视频，宝宝嘴唇发紫引网友担忧。网友表示宝宝嘴唇发紫和法洛四联症的症状很像，建议赶快带娃去医院检查一下。,Negative
2650,3523,11316,2022-12-23,汽车4S店或退出历史舞台,导语：4S店从1996年出现在国内至今，已经有二十余年的“风光无限”，如今，却面临着大面积关停退网的现状，那么，4S店会消失吗？又会出现哪些新兴方式，能让4S店摆脱当前的困境呢？,Negative
2651,3524,11317,2022-12-23,姚晨录新综艺狂炫饭,导语：《我们的客栈》姚晨 沙溢 唐嫣 张杰 杨迪同框路透🈶别人在聊天，姚晨在干饭，看起来是真的很香,Negative
2652,3525,11318,2022-12-23,深圳产业链有多强,导语：岁末年初，盘点深圳年度发展图谱，由比亚迪、 华为、荣耀、中兴、中集等大企业担当“链主”、众多企业配套成“串”的工业链条熠熠生辉，托起了“深圳制造”的发展成果。,Positive
2653,3527,11320,2022-12-23,谷爱凌收入排名女运动员第三位,导语：《福布斯》公布2022年全球收入最高的10位女运动员的名单，冬奥会冠军谷爱凌以2010万美元（约为1.4亿人民币）排名第三位。,Positive
2654,3528,11321,2022-12-23,原来小熊猫也是可以被认养的,导语：爱心认养小熊猫，不仅可以为它取一个喜爱的名字，还能云关注它的日常，获得认养证书，成为国家二级保护动物的守护者，这样的公益活动你心动了吗？,Positive
2655,3529,11334,2022-12-23,李晨说自己最怕失去的人是金钟国,导语：《加康加年味》 猜嘉宾环节中，李晨被问到最怕失去的人是谁？我们“大黑牛”晨哥居然说自己最怕失去的人是金钟国！,Negative
2656,3530,11335,2022-12-23,谢娜做童年蛋黄小饼干vlog,导语：谢娜做蛋黄小饼干vlog，复刻出了自己童年记忆中的味道！好做又好吃,Positive
2657,3531,11336,2022-12-23,女儿吃邻居家药痊愈后宝妈满城送药,导语：“这些药，只送不卖”！日照五莲孔艺臻，为你点赞！,Positive
2658,3532,11343,2022-12-23,张天爱听到于文文说她最美的反应,导语：《乐队的海边》游戏环节中，于文文选择张天爱作为“谁最漂亮”的答案，得知自己是于文文心中最漂亮那一个，张天爱一秒变娇羞！,Positive
2659,3533,11344,2022-12-23,蔡徐坤年度十大巅峰艺人,导语：蔡徐坤获得QQ音乐年度十大巅峰艺人,Positive
2660,3534,11347,2022-12-23,缺药缺人的农村如何应对疫情,导语：医院最直接的困难是没有药品，现在只有少量的布洛芬、还有医院自己熬制的中药可以提供给村民。南方医科大学南方医院感染内科及肝病中心副主任彭劼说，基于农村地区老人儿童多、医疗资源匮乏、科学治疗意识差等原因，农村地区抗疫可能会面临诸多挑战。,Positive
2661,3535,11348,2022-12-23,宝妈为让2娃不阳撑充气城堡不外出,导语：12月22日，江苏。一位95后宝妈为了不让两个娃外出玩耍，在家中撑起充气城堡，大厅秒变游乐园。,Negative
2662,3539,11353,2022-12-23,朝阳打歌中心,导语：《朝阳打歌中心》是一档展现“朝阳”音乐、以歌会友的音乐综艺。节目通过“朝阳”音乐人和他们的音乐，加上专业的舞台，多元的歌曲表达，承载当代年轻歌手对音乐的探索。,Positive
2663,3540,11354,2022-12-23,成毅费加罗男士十二月刊封面,导语：#费加罗男士##成毅费加罗男士十二月刊封面##成毅闲庭听风大片#出道⼗⼀年，南北周转，跑过不知多少地⽅，@成毅 讲述了⾃⼰多年拍摄的经历，很多回忆都因为⼀些牵动被引发，⽆形佐证着他敏锐的观察、牢固的记忆，以及，对他⼈的周到真诚。,Positive
2664,3541,11355,2022-12-23,王子璇初恋感六宫格随拍,导语：王子璇初恋感六宫格随拍，这朦胧的光影和发光的发丝一整个氛围感十足啦!,Positive
2665,3542,11356,2022-12-23,阳性物业管家在业主门口吐痰,导语：12月22日，广东佛山。小区业主金女士反映，自家门口地垫被人吐了浓痰，查看监控发现是一物业管家所为，报警后民警查看其信息发现是阳性人员，自己现场找该管家做抗原检测也显示是阳性。,Positive
2666,3545,11360,2022-12-23,阳康后如何恢复体力,导语：居家治疗期间，部分患者会因长时间卧床或不活动，导致肌肉的力量和耐力下降。,Positive
2667,3546,11361,2022-12-23,胡歌替梅晓歌补拍合照,导语：《县委大院》今晚大结局！胡歌举着大家的照片，替梅晓歌补上了合影！这也太温馨了！,Positive
2668,3547,11362,2022-12-23,2022那些坚持的力量,导语：坚持是什么？拼搏到底，不惧伤痛，永不言败！回望2022，运动员们以青春与热血，突破自我，为中国体育赢得荣耀。中国女篮时隔28年获世界杯亚军、中国女足亚洲杯上演逆转夺冠、苏翊鸣拿下中国单板滑雪项目的冬奥会历史首金…戳视频，一起感受#2022那些坚持的力量#↓↓,Positive
2669,3548,11363,2022-12-23,LOL手游花火绽春,导语：英雄联盟手游4.0版本即将上线，「暮光星灵 佐伊」「祖安花火 泽丽」将在下个版本陆续与大家见面！,Negative
2670,3549,11364,2022-12-23,这猫是又菜又爱玩啊,导语：技术菜瘾又大哈哈哈哈,Positive
2671,3550,11365,2022-12-23,你的奖学金买了啥,导语：近日，在甘肃平凉，弟弟拿奖学金后为家里买了一辆电三轮车，爸爸载着家人一起回家。网友：隔着屏幕都感受到了这满满的幸福！,Positive
2672,3553,11368,2022-12-23,87岁妻子在张富清灵前痛哭久久不愿离去,导语：12月22日，湖北来凤，张富清87岁的妻子孙玉兰在儿女的陪伴下，坐着轮椅来到殡仪馆，在张富清遗体旁放声痛哭，久久不愿离去。,Negative
2673,3555,11370,2022-12-23,92岁老人悉心照顾感染变阳一家人,导语：12月21日，江苏。网友发布一则视频，一家人感染变阳，唯独母亲没有出现这种情况，92岁高龄忙里忙外悉心照顾,Positive
2674,3557,11384,2022-12-23,徐璐片场烤肠诱惑张彬彬郑合惠子,导语：《月歌行》徐璐片场烤肠诱惑张彬彬郑合惠子~,Positive
2675,3558,11390,2022-12-23,田曦薇推荐种田文,导语：原来田曦薇也是种田文书粉！！！,Negative
2676,3559,11392,2022-12-23,BLACKPINK演唱会圣诞裙造型,导语：BLACKPINK最新一场巡演上全员圣诞裙造型，可可爱爱！,Positive
2677,3560,11394,2022-12-23,马苏说不要在意分手前对方说的话,导语：《我不恋爱的理由》中马苏说：“ 马苏说不要在意分手前对方说的话…”马苏对待感情好通透啊～,Negative
2678,3561,11398,2022-12-23,黄子韬徐艺洋综艺名场面,导语：黄子韬徐艺洋综艺名场面🈶有点好磕！,Positive
2679,3562,11400,2022-12-23,医生打着吊瓶为病患扎针,导语：12月22日，河南漯河。一段医生打着吊瓶为病患扎针的视频引发关注。拍摄者郑女士称，儿子有些面瘫，她带着来治疗，当时是第三个疗程了，由于怕中断影响之前治疗效果，正在输液的医生不顾回血，坚持扎针，觉得医生特别敬业，每一个患者都是医生亲力亲为，没有因为不舒服叫徒弟代劳。,Positive
2680,3563,11401,2022-12-23,肖战如梦之梦中场休息视频,导语：肖战如梦之梦中场休息视频，五号好帅啊，祝演出顺利,Positive
2681,3564,11404,2022-12-23,乐队的海边,导语：认真工作，好好生活。《乐队的海边》定档11月11日起每周五中午12:00播出，敬请期待！,Positive
2682,3565,11405,2022-12-23,本周末可以买春运火车票,导语：记者从广铁集团获悉，按照铁路车票预售期15天的规定，12月24日起2023年春运首日火车票正式开售。,Positive
2683,3566,11407,2022-12-23,浮图缘吻戏镜头,导语：王鹤棣、陈钰琪主演的《浮图缘》剧本杀预告中，最新的吻戏镜头，谁看完不热血沸腾？,Negative
2684,3567,11408,2022-12-23,欧阳娜娜分享九宫格剧照,导语：欧阳娜娜分享九宫格剧照，太美了～,Positive
2685,3568,11409,2022-12-23,Vernon新歌MV,导语：SEVENTEEN成员Vernon新歌《Black Eye》正式公开！,Positive
2686,3569,11410,2022-12-23,对自己身高有误解的狗狗,导语：对自己身高有误解的狗狗……,Positive
2687,3570,11411,2022-12-23,白岩松重新定义爹味,导语：白岩松表示该有的“爹味”是父母平等对待孩子，共同打造松弛自由的家庭环境，快来看看这是你想要的家庭氛围吗？,Positive
2688,3571,11412,2022-12-23,三次抗原检测可代替两次核酸检测,导语：北京佑安医院感染综合科主任医师 李侗曾：在第九版诊疗方案中没有抗原标准，因为现在很多地方不做核酸检测，我们认为，三次抗原检测可代替两次核酸检测，身体康复了，确实没有传染性了，对周围人没有传染威胁了，这是我们临床医学上的一个金标准。,Positive
2689,3572,11413,2022-12-23,究竟还要鼻塞几天才能好,导语：究竟还要鼻塞几天才能好啊啊啊啊啊,Positive
2690,3573,11414,2022-12-23,看病老人偷发热门诊护士的手机,导语：12月21日，浙江绍兴。一老人在发热门诊看病，趁医护人员忙偷走护士放在桌上的手机。,Negative
2691,3575,11416,2022-12-23,老外看中国电竞的奇妙比喻,导语：外国观众是如何花式评价中国选手的？跟刀口一起来看看外国网友的奇妙观赛视角吧！,Positive
2692,3577,11433,2022-12-23,原来是你定档1225,导语：芒果TV青春校园成长剧《原来是你》定档1225，全员集结深南大学，这个冬天一起感受又甜又燃的氛围吧！,Positive
2693,3579,11439,2022-12-23,2022电视剧十大之最,导语：新浪娱乐年度盘点之剧集篇已揭晓，关注@新浪电视，来看2022电视剧十大之最都有谁吧！,Positive
2694,3581,11443,2022-12-23,吕小军说干干净净赢得几乎所有荣誉,导语：奥运冠军@举重吕小军 发博回应因兴奋剂检测阳性被禁赛一事。他写道：“我认为体育的价值就在于公平竞争，我坚决反对使用兴奋剂等各类作弊行为，这也是我一直以来给自己设置的底线，使用兴奋剂完全违背我的价值观，也和我受到的反兴奋剂教育背道而驰。,Negative
2695,3583,11450,2022-12-23,其实我有点舍不得2022,导语：2022这一年，一定有很多令你难忘的瞬间，你的年度难忘时刻是什么？从眼前的生活缝隙中，找到或大或小、或浓烈或平静的美好瞬间，然后以文字、照片或手账的形式记录下来吧，为你的生活赋予一点你想赋予它的意义。,Positive
2696,3584,11451,2022-12-23,阳了洗鼻也能缓解症状,导语：近日，专家共识指出，生理盐水洗鼻子可作为局部鼻腔物理疗法，能够减少病毒感染并且加快炎症康复，不仅可预防新冠，阳了还能缓解症状。,Positive
2697,3585,11453,2022-12-23,里沙利松倒钩当选世界杯最佳进球,导语：卡塔尔世界杯最佳进球出炉：里沙利松逆天倒钩实至名归,Positive
2698,3586,11454,2022-12-23,黄磊感染新冠,导语：黄磊也确认感染新冠了，还称自己是干饭株。,Positive
2699,3587,11455,2022-12-23,妻子回应张纪中感染新冠,导语：张纪中妻子回应他感染新冠。,Negative
2700,3588,11456,2022-12-23,阿姨用0.19毫米银丝做出能动的小鱼,导语：57岁阿姨何青痴迷花丝镶嵌，29年前她辞去教师工作，抢救下几十万件老工艺品，还自学技艺，成为非遗传承人，她制作的银丝小鱼所用银丝直径可细到0.19毫米。,Positive
2701,3589,11458,2022-12-23,中方对余茂春等2人采取反制裁措施,导语：12月9日，美方借口所谓“西藏人权”问题，对两名中方官员进行非法制裁。依据《中华人民共和国反外国制裁法》第四条、第五条、第六条规定，中方决定对余茂春、托德·斯坦恩等后附《反制裁清单》列明的个人采取反制裁措施。,Negative
2702,3591,11460,2022-12-23,FIFA年终排名国足第80名,导语：北京时间22日，国际足联更新本年度最后一期世界排名，国足排名来到第八十名，在亚足联则位居第十一名。 ​​​,Positive
2703,3592,11461,2022-12-23,G2官宣2023阵容,导语：2023，扬帆起航,Positive
2704,3593,11462,2022-12-23,阳了后的疼疼疼,导语：腰疼、头疼、嗓子疼，阳了各种疼怎么缓解？,Negative
2705,3594,11464,2022-12-23,习近平会见梅德韦杰夫,导语：12月21日，中共中央总书记、国家主席习近平在钓鱼台国宾馆会见俄罗斯统一俄罗斯党主席梅德韦杰夫。,Positive
2706,3595,11467,2022-12-23,关于孩子发烧17个热点问答,导语：#孩子烧到多少度要用退烧药#？烧得越厉害，病情越严重吗？高烧会不会把孩子的脑子烧坏了？孩子发生热性惊厥该怎么办？发烧到什么程度，需要去医院？一起看北京儿童医院专家的解答,Positive
2707,3596,11479,2022-12-23,一种很新的穿搭方式,导语：张天爱最新拍摄连换三套服装，可甜可盐，还展示了一种特别的穿搭~,Positive
2708,3597,11490,2022-12-23,部分iPhone14Pro被曝开机闪现水平线,导语：据@IT之家 消息，一些 iPhone 14 Pro 和 iPhone 14 Pro Max 用户报告说，当设备被打开时，iPhone 显示屏上闪烁着水平线，但没有明确的原因或如何修复它。,Negative
2709,3598,11492,2022-12-23,1岁宝宝照顾发烧妈妈递水盖被,导语：12月22日，福建。一段1岁宝宝照顾发烧妈妈的视频感动无数网友。视频中妈妈发烧难受，随口向1岁女儿要水喝，女儿竟然马上把自己的水给妈妈喝，妈妈说自己冷女儿又起来给妈妈盖被子，最后抱着妈妈取暖。,Positive
2710,3599,11495,2022-12-23,虞书欣王鹤棣苍兰诀德塔文卓越景气奖,导语：虞书欣王鹤棣《苍兰诀》德塔文卓越景气奖,Positive
2711,3600,11498,2022-12-23,王源黑胶空白碟面可以DIY,导语：@TFBOYS-王源 《客厅狂欢》秘密温室系列黑胶唱片三个版本正式集齐，最后一版为「客厅狂欢绘藏黑胶」,Positive
2712,3601,11501,2022-12-23,妈妈阳后第3天就坚持做饭,导语：12月21日，山西大同。妈妈感染新冠后，刘女士和哥哥就一直在照顾妈妈。,Positive
2713,3602,11504,2022-12-23,这就是小猫剃须刀吧,导语：撒娇小猫最好命！从来没见过这么会撒娇的小猫！！这也太会了吧～,Negative
2714,3608,11520,2022-12-23,14岁女生用零花钱连续6年免费送水饺,导语：12月22日，冬至日，河南郑州路边一家店面门口在免费送爱心水饺。店主14岁的女儿孙梦露用零花钱买了80斤水饺煮好送给路人，来吃水饺的有环卫工、路过的工人。女孩受爸爸的影响，献爱心已经6年。吃到水饺的工人们都说热乎乎的水饺很好吃，非常感谢好心人。,Positive
2715,3609,11522,2022-12-23,老年人感染新冠后或发生沉默性缺氧,导语：北京医院呼吸与危重症医学科主任李燕明介绍，老年人感染新冠后有可能会发生“沉默性缺氧”。家人觉得他的呼吸状态似乎还可以，还是挺平稳的，但是血氧饱和度可能已经比较低了。,Positive
2716,3610,11531,2022-12-23,SMTOWN冬专EXO预告照,导语：SM 家族冬专「2022 Winter SMTOWN : SMCU PALACE」EXO 预告照释出 ​​​,Positive
2717,3611,11532,2022-12-23,月光族精神状态,导语：@张彬彬Vin @徐璐LULU 主演的《月歌行》迎来断更第二天，没有更新库存的剧粉彻底变成了被狠狠虐到的“月光族”……速速安排上二刷！,Positive
2718,3613,11536,2022-12-23,陆虎 送你们三千万,导语：《快乐再出发》第二季，陆虎三个千万的祝福语听呆众人,Positive
2719,3614,11537,2022-12-23,这个好消息多希望袁爷爷能听到,导语：12月5日，随神十四航天员返回的第三批空间科学实验样品运抵北京，其中包括中国空间站里的水稻结出的种子。,Positive
2720,3615,11538,2022-12-23,编剧倪震去世,导语：著名编剧倪震去世，享年84岁。R.I.P.[蜡烛]倪震先生曾创作[大红灯笼高高挂]、[红粉]、[鸦片战争]等片剧本，并著有《探索的银幕》《改革与中国电影》《北京电影学院物语——第五代电影前史》，及论文《陈凯歌电影论》等。倪震曾于北京电影学院任教，多位第五代导演都是他的门生。,Positive
2721,3616,11539,2022-12-23,安崎新歌fire,导语：@安崎 签约索尼音乐首支单曲《Fire》，全球上线。,Negative
2722,3617,11540,2022-12-23,RedVelvetPsycho发行三周年,导语：2019年12月23日，Red Velvet发行《The ReVe Festival-Finale》后续专辑主打曲《Psycho》。,Negative
2723,3618,11541,2022-12-23,药店回应限售抗原为囤货质疑,导语：虽然店内还有存货，可浙江杭州一药店每日限量发售100份抗原试剂，这引发顾客质疑。12月22日，涉事药店工作人员告诉极目新闻记者，药店近期通常是两三天到一次货，但要为多天的销售做准备，所以才每天限量，不存在囤货倒卖的情况。,Negative
2724,3619,11542,2022-12-23,江苏卫视跨年第二波阵容官宣,导语：#江苏卫视跨年第二波阵容官宣#欢迎杨洪基、摩登兄弟刘宇宁、谭咏麟、INTO1-刘宇 、INTO1-林墨、INTO1-伯远、INTO1-张嘉元、INTO1-刘彰、林允、张韶涵加盟江苏卫视2023跨年演唱会。12月31日19:30，江苏卫视全球直播。#江苏卫视跨年#,Negative
2725,3620,11543,2022-12-23,吕小军,导语：北京时间8月2日，在男子举重77公斤级中，吕小军状态极佳，他以抓举175公斤，挺举204公斤，总成绩379公斤夺取金牌，他同时打破了抓举和总成绩两项世界纪录，威武封神！,Positive
2726,3621,11544,2022-12-23,林巧稚曾亲手接生了袁隆平,导语：在产房的50多个春秋里，林巧稚亲自接生了5万多婴儿，其中包括杂交水稻之父袁隆平。,Positive
2727,3622,11545,2022-12-23,王鹤棣浮图缘海外版预告,导语：王鹤棣新剧《浮图缘》海外版预告片，和东方青苍联动啦,Positive
2728,3624,11547,2022-12-23,张文宏建议老年人每天吃2个鸡蛋,导语：12月22日，清华大学附展北京清华长庚医院感染中心举办感染性疾病论坛，张文宏就《感染与免疫研究进展》发表演讲。张文宏表示，每天2个鸡蛋，这样蛋白质的摄入，再吃些其他有营养的食品，就算感染了整体的抵抗力也会比较强。,Positive
2729,3625,11548,2022-12-23,爷爷为让孙子安心上学凌晨抱狗求医,导语：近日，吉林长春。爷爷为让孙子安心求学，凌晨4点抱狗求医。兽医刘占全称，老人凌晨四点抱着狗来店里求医，说孙子上大学了，怕小狗死了孙子伤心。孙子赵同学称，当时狗有点不吃东西，第二天自己要赶着去上学，于是爷爷凌晨三四点抱着狗狗求医，也是为了让自己安心上学，狗现在恢复的不错，觉得爷爷对自己太好了。,Positive
2730,3626,11549,2022-12-23,曼城3比2利物浦,导语：英联杯1/8决赛 曼城3比2险胜利物浦晋级8强！,Positive
2731,3629,11553,2022-12-23,长沙某火锅店强制顾客餐后漱口,导语：近日，长沙某火锅店强制顾客餐后漱口引发争议。据了解，考虑到不少顾客反映被火锅被烫伤口腔，店主为提升食客用餐体验，免费提供口腔含漱液供顾客使用，但因强制要求的过激表达，引起不少反感。,Negative
2732,3630,11555,2022-12-23,以新气象新作为推动高质量发展取得新成效,导语：让我们保持战略定力、坚定必胜信心，以奋发有为的精神状态和“时时放心不下”的责任意识做好经济工作，以高质量发展的新成效为全面建设社会主义现代化国家开好局起好步。,Positive
